tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating 
Mathematics,1452,University of Ottawa,Becem,,Saidani,2331790,7,good,TEACHER,PROFESSOR,4.4
Administration,1452,University of Ottawa,Christopher,,Saikaley,2597307,8,good,TEACHER,PROFESSOR,3.5
Science,1452,University of Ottawa,Alain,,Saint-Amant,37395,46,good,TEACHER,PROFESSOR,3.8
Languages,1452,University of Ottawa,Joseph,K,Saint-Juste,1790879,6,poor,TEACHER,PROFESSOR,1.4
French,1452,University of Ottawa,Joseph,Kersaint,Saint-Juste,2121797,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1452,University of Ottawa,Mateja,,Sajna,394798,43,average,TEACHER,PROFESSOR,3.0
Marketing,1452,University of Ottawa,Dennis,,Sakalauskas,1809210,75,good,TEACHER,PROFESSOR,4.7
Languages,1452,University of Ottawa,Andres Pablo,,Salanova,1103256,14,average,TEACHER,PROFESSOR,3.3
Sociology,1452,University of Ottawa,Marie,,Salaun,989139,1,average,TEACHER,PROFESSOR,2.5
Communication,1452,University of Ottawa,Dina,,Salha,1184399,104,average,TEACHER,PROFESSOR,3.2
Linguistics,1452,University of Ottawa,Sawson,,Salloum,1697445,4,good,TEACHER,PROFESSOR,4.8
French,1452,University of Ottawa,Sawsan,,Salloum,2037932,9,good,TEACHER,PROFESSOR,3.9
Mathematics,1452,University of Ottawa,Hadi,,Salmasian,1425779,38,average,TEACHER,PROFESSOR,3.0
Management,1452,University of Ottawa,Anoosheh,,Rostamkalaei,2606007,11,good,TEACHER,PROFESSOR,3.7
Education,1452,University of Ottawa,Jenn,,Rottmann,1781058,3,good,TEACHER,PROFESSOR,5.0
Biomedical Engineering,1452,University of Ottawa,Gholamreza,,Rouhi,1236428,9,good,TEACHER,PROFESSOR,4.3
Engineering,1452,University of Ottawa,Fahima,,Rouis,2591253,4,good,TEACHER,PROFESSOR,5.0
Health Science,1452,University of Ottawa,Philippe,,Rousseau,1425168,43,good,TEACHER,PROFESSOR,3.6
Art History,1452,University of Ottawa,Patrick,J,Roussel,1905755,5,good,TEACHER,PROFESSOR,4.2
Political Studies,1452,University of Ottawa,Shelagh,,Roxburgh,1986288,5,average,TEACHER,PROFESSOR,3.2
Mathematics,1452,University of Ottawa,Damien,,Roy,33020,34,good,TEACHER,PROFESSOR,3.5
Economics,1452,University of Ottawa,Rischard,,Roy,1331552,1,poor,TEACHER,PROFESSOR,1.0
Linguistics,1452,University of Ottawa,Joseph,,Roy,1616237,3,good,TEACHER,PROFESSOR,3.7
Mathematics,1452,University of Ottawa,Christian,,Roy,1683042,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1452,University of Ottawa,Jean Francois,,Roy,1683967,1,good,TEACHER,PROFESSOR,4.0
Theater,1452,University of Ottawa,Jean Stéphane,,Roy,1707169,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1452,University of Ottawa,Sutanu,,Roy,2009057,0,zero,TEACHER,PROFESSOR,N/A
Medicine,1452,University of Ottawa,Marie-Hélène,,Roy-Gagnon,2047434,0,zero,TEACHER,PROFESSOR,N/A
Modern Languages & Literatures,1452,University of Ottawa,David,,Rozotto,1467265,4,good,TEACHER,PROFESSOR,5.0
History,1452,University of Ottawa,Jonathan,,Ruano,1741517,0,zero,TEACHER,PROFESSOR,N/A
Languages,1452,University of Ottawa,José María,,Ruano De La Haza,27891,24,good,TEACHER,PROFESSOR,3.7
History,1452,University of Ottawa,Jonathan,,Ruano Junior,1741518,1,poor,TEACHER,PROFESSOR,2.0
History,1452,University of Ottawa,Daniel,,Rück,2060080,26,good,TEACHER,PROFESSOR,4.0
Political Science,1452,University of Ottawa,Arne,,Ruckert,1558521,5,good,TEACHER,PROFESSOR,4.8
Science,1452,University of Ottawa,Adam,,Rudner,1692799,4,average,TEACHER,PROFESSOR,2.9
Social Work,1452,University of Ottawa,Anne-Sophie,,Ruest-Paquette,2666118,1,poor,TEACHER,PROFESSOR,2.0
Mathematics,1452,University of Ottawa,Cameron,Roy,Ruether,2710839,1,good,TEACHER,PROFESSOR,5.0
Management,1452,University of Ottawa,Umar,,Ruhi,1106558,91,good,TEACHER,PROFESSOR,4.8
Languages,1452,University of Ottawa,Gustavo,,Ruiz,1884267,2,good,TEACHER,PROFESSOR,5.0
Education,1452,University of Ottawa,Carolina,,Ruminot,2706940,0,zero,TEACHER,PROFESSOR,N/A
Biology,1452,University of Ottawa,Howard,,Rundle,1157317,40,average,TEACHER,PROFESSOR,2.8
Computer Science,1452,University of Ottawa,Olubisi,,Runsewe,2767206,0,zero,TEACHER,PROFESSOR,N/A
Law,1452,University of Ottawa,Rakhi,,Ruparelia,1252842,18,good,TEACHER,PROFESSOR,3.9
Philosophy,1452,University of Ottawa,Paul,,Rusnock,16532,82,good,TEACHER,PROFESSOR,4.3
Health Science,1452,University of Ottawa,Luke,,Russell,2763288,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Joshua,L.,Rutt,2404256,20,average,TEACHER,PROFESSOR,2.7
Mathematics,1452,University of Ottawa,Nadia,,Saad,1832575,7,average,TEACHER,PROFESSOR,3.3
Finance,1452,University of Ottawa,Samir,,Saadi,2071329,36,good,TEACHER,PROFESSOR,4.7
Engineering,1452,University of Ottawa,Murat,,Saatcioglu,547479,8,average,TEACHER,PROFESSOR,3.3
Canadian Studies,1452,University of Ottawa,Marcelo,,Saavedra-Vargas,2561086,3,good,TEACHER,PROFESSOR,3.7
Electrical Engineering & Computer Science,1452,University of Ottawa,Mehrdad,,Sabetzadeh,2583333,26,average,TEACHER,PROFESSOR,2.5
Engineering,1452,University of Ottawa,Jamal,,Saboune,1713593,4,good,TEACHER,PROFESSOR,3.8
Languages,1452,University of Ottawa,Laura,,Sabourin,1052050,22,average,TEACHER,PROFESSOR,2.5
Social Work,1452,University of Ottawa,Sébastien,,Savard,1508262,17,good,TEACHER,PROFESSOR,4.2
Languages,1452,University of Ottawa,Roman,,Savka,1278379,4,good,TEACHER,PROFESSOR,4.0
Criminology,1452,University of Ottawa,Patrick,,Savoie,2117555,6,average,TEACHER,PROFESSOR,3.3
Medicine,1452,University of Ottawa,Joanne,,Savory,1434617,67,average,TEACHER,PROFESSOR,3.0
Geography,1452,University of Ottawa,Mike,,Sawada,13856,25,good,TEACHER,PROFESSOR,4.0
Nursing,1452,University of Ottawa,Martine,,Sawadogo,2429808,2,poor,TEACHER,PROFESSOR,1.5
Social Sciences,1452,University of Ottawa,Joseph,,Sawan,1627003,61,good,TEACHER,PROFESSOR,3.8
Chemistry,1452,University of Ottawa,Abdelhamid,,Sayari,2549842,0,zero,TEACHER,PROFESSOR,N/A
Electrical Engineering & Computer Science,1452,University of Ottawa,Michel,,Sayde,2280588,9,good,TEACHER,PROFESSOR,4.2
Engineering,1452,University of Ottawa,Ali,,Sayed,2457875,2,good,TEACHER,PROFESSOR,3.5
Chemistry,1452,University of Ottawa,Tito,,Scaiano,1411392,2,good,TEACHER,PROFESSOR,5.0
Education,1452,University of Ottawa,Kathy,,Scheepers,1705589,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Carole,,Scherling,1429490,1,good,TEACHER,PROFESSOR,5.0
Business,1452,University of Ottawa,Joe,,Schiele,31718,11,good,TEACHER,PROFESSOR,3.6
Business,1452,University of Ottawa,Sandra,,Schillo,1780971,33,average,TEACHER,PROFESSOR,2.5
Psychology,1452,University of Ottawa,Dwayne,,Schindler,105590,40,average,TEACHER,PROFESSOR,2.8
Biology,1452,University of Ottawa,Marie-Pierre,,Schippers,1752919,8,average,TEACHER,PROFESSOR,3.0
Languages,1452,University of Ottawa,Karin,,Schlapbach,1086429,20,average,TEACHER,PROFESSOR,3.3
Mathematics,1452,University of Ottawa,Tanya,,Schmah,2132670,9,poor,TEACHER,PROFESSOR,1.3
Geology,1452,University of Ottawa,David,,Schneider,1408993,19,average,TEACHER,PROFESSOR,3.0
Languages,1452,University of Ottawa,Eta,,Schneiderman,82254,34,good,TEACHER,PROFESSOR,4.2
English,1452,University of Ottawa,Carla,,Schnitzler-Hall,1389108,7,good,TEACHER,PROFESSOR,4.8
Psychology,1452,University of Ottawa,Sarah,,Schock,1867226,16,good,TEACHER,PROFESSOR,4.4
Fine Arts,1452,University of Ottawa,Michael,,Schreier,786697,3,poor,TEACHER,PROFESSOR,2.3
Engineering,1452,University of Ottawa,Henry,,Schriemer,708353,40,average,TEACHER,PROFESSOR,2.8
Philosophy,1452,University of Ottawa,Juergen,,Schroeder,1065565,0,zero,TEACHER,PROFESSOR,N/A
Social Sciences,1452,University of Ottawa,Bonnie,,Schroeder,2036962,8,average,TEACHER,PROFESSOR,3.3
Theater,1452,University of Ottawa,Sylvain,,Schryburt,1327242,6,good,TEACHER,PROFESSOR,4.3
Languages,1452,University of Ottawa,Elizabeth,,Schwaiger,2190569,9,average,TEACHER,PROFESSOR,3.3
Languages,1452,University of Ottawa,Agatha,,Schwartz,318001,13,good,TEACHER,PROFESSOR,4.8
History,1452,University of Ottawa,Mallory,,Schwartz,1699216,2,good,TEACHER,PROFESSOR,3.5
Medicine,1452,University of Ottawa,Mark,,Schweitzer,1182338,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1452,University of Ottawa,Willow,,Scobie,1512236,33,average,TEACHER,PROFESSOR,2.8
Mathematics,1452,University of Ottawa,Phil,,Scott,10541,38,good,TEACHER,PROFESSOR,3.8
Sociology & Anthropology,1452,University of Ottawa,Nick,,Scott,1799890,1,good,TEACHER,PROFESSOR,4.5
Science,1452,University of Ottawa,Kyle ,,Scott,1976865,8,good,TEACHER,PROFESSOR,4.5
Mathematics,1452,University of Ottawa,Philip,,Scott,2228056,2,average,TEACHER,PROFESSOR,2.5
Gender Studies,1452,University of Ottawa,Corrie,,Scott,2580477,0,zero,TEACHER,PROFESSOR,N/A
Women's Studies,1452,University of Ottawa,Corrie,,Scott,1685922,47,average,TEACHER,PROFESSOR,3.0
Languages,1452,University of Ottawa,Sheila,,Scott,458758,25,good,TEACHER,PROFESSOR,4.2
Law,1452,University of Ottawa,Rakhi,,Ruparelia,1252842,18,good,TEACHER,PROFESSOR,3.9
Philosophy,1452,University of Ottawa,Paul,,Rusnock,16532,82,good,TEACHER,PROFESSOR,4.3
Health Science,1452,University of Ottawa,Luke,,Russell,2763288,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Joshua,L.,Rutt,2404256,20,average,TEACHER,PROFESSOR,2.7
Mathematics,1452,University of Ottawa,Nadia,,Saad,1832575,7,average,TEACHER,PROFESSOR,3.3
Finance,1452,University of Ottawa,Samir,,Saadi,2071329,36,good,TEACHER,PROFESSOR,4.7
Engineering,1452,University of Ottawa,Murat,,Saatcioglu,547479,8,average,TEACHER,PROFESSOR,3.3
Canadian Studies,1452,University of Ottawa,Marcelo,,Saavedra-Vargas,2561086,3,good,TEACHER,PROFESSOR,3.7
Electrical Engineering & Computer Science,1452,University of Ottawa,Mehrdad,,Sabetzadeh,2583333,26,average,TEACHER,PROFESSOR,2.5
Engineering,1452,University of Ottawa,Jamal,,Saboune,1713593,4,good,TEACHER,PROFESSOR,3.8
Languages,1452,University of Ottawa,Laura,,Sabourin,1052050,22,average,TEACHER,PROFESSOR,2.5
English,1452,University of Ottawa,David,,Sacks,737474,147,good,TEACHER,PROFESSOR,4.1
Microbiology,1452,University of Ottawa,Subash,,Sad,1868297,1,good,TEACHER,PROFESSOR,5.0
Engineering,1452,University of Ottawa,Hamed,,Sadeghi,2735177,2,good,TEACHER,PROFESSOR,5.0
Translation,1452,University of Ottawa,Gaafar,,Sadek,2084912,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1452,University of Ottawa,Nabel,,Sadek,2340154,9,good,TEACHER,PROFESSOR,4.5
Languages,1452,University of Ottawa,Antoine ,,Sadia,1991845,0,zero,TEACHER,PROFESSOR,N/A
Social Science,1452,University of Ottawa,Tonio,,Sadik,531400,41,average,TEACHER,PROFESSOR,3.1
Business,1452,University of Ottawa,Pouya,,Safi,2168088,32,good,TEACHER,PROFESSOR,4.3
Mathematics,1452,University of Ottawa,Becem,,Saidani,2331790,7,good,TEACHER,PROFESSOR,4.4
Administration,1452,University of Ottawa,Christopher,,Saikaley,2597307,8,good,TEACHER,PROFESSOR,3.5
Science,1452,University of Ottawa,Alain,,Saint-Amant,37395,46,good,TEACHER,PROFESSOR,3.8
French,1452,University of Ottawa,Joseph,Kersaint,Saint-Juste,2121797,3,good,TEACHER,PROFESSOR,4.3
Languages,1452,University of Ottawa,Joseph,K,Saint-Juste,1790879,8,poor,TEACHER,PROFESSOR,1.9
Mathematics,1452,University of Ottawa,Mateja,,Sajna,394798,43,average,TEACHER,PROFESSOR,3.0
Marketing,1452,University of Ottawa,Dennis,,Sakalauskas,1809210,75,good,TEACHER,PROFESSOR,4.7
Languages,1452,University of Ottawa,Andres Pablo,,Salanova,1103256,14,average,TEACHER,PROFESSOR,3.3
Sociology,1452,University of Ottawa,Marie,,Salaun,989139,1,average,TEACHER,PROFESSOR,2.5
Communication,1452,University of Ottawa,Dina,,Salha,1184399,104,average,TEACHER,PROFESSOR,2.8
Linguistics,1452,University of Ottawa,Sawson,,Salloum,1697445,4,good,TEACHER,PROFESSOR,4.8
French,1452,University of Ottawa,Sawsan,,Salloum,2037932,9,good,TEACHER,PROFESSOR,3.9
Mathematics,1452,University of Ottawa,Hadi,,Salmasian,1425779,38,average,TEACHER,PROFESSOR,3.0
Political Science,1452,University of Ottawa,Mark,,Salter,308209,168,average,TEACHER,PROFESSOR,3.3
Philosophy,1452,University of Ottawa,Paul,,Salvatori,1616663,3,good,TEACHER,PROFESSOR,3.8
Sociology,1452,University of Ottawa,Horatio,,Sam-Aggrey,1463992,14,poor,TEACHER,PROFESSOR,2.1
Engineering,1452,University of Ottawa,Nancy,,Samaan,1912315,32,poor,TEACHER,PROFESSOR,2.1
Not Specified,1452,University of Ottawa,Reza,,Samadi,1792291,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1452,University of Ottawa,Mario,,Samedy,783077,38,good,TEACHER,PROFESSOR,3.5
Social Science,1452,University of Ottawa,Jean-Baptiste Mario,,Samedy,46830,118,average,TEACHER,PROFESSOR,3.1
Business,1452,University of Ottawa,Forzley,,Samer,1260384,6,good,TEACHER,PROFESSOR,4.2
Psychology,1452,University of Ottawa,Noor,,Sharif,2686517,5,good,TEACHER,PROFESSOR,5.0
Environmental Studies,1452,University of Ottawa,Hamid Reza,,Sharifan,1096626,0,zero,TEACHER,PROFESSOR,N/A
Economics,1452,University of Ottawa,Prakash,,Sharma,235716,104,poor,TEACHER,PROFESSOR,2.5
Biology,1452,University of Ottawa,Naman,,Sharma,1019069,10,average,TEACHER,PROFESSOR,2.8
Engineering,1452,University of Ottawa,Ridhima,,Sharma,1856634,17,average,TEACHER,PROFESSOR,2.5
Psychology,1452,University of Ottawa,Elizabeth,,Sharp,1256235,4,good,TEACHER,PROFESSOR,5.0
Social Sciences,1452,University of Ottawa,Carolyn,,Sharp,1749070,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Krystelle,,Shaughnessy,2089876,13,average,TEACHER,PROFESSOR,3.0
Business,1452,University of Ottawa,Rumaisa,,Shaukat,786140,207,good,TEACHER,PROFESSOR,4.3
Philosophy,1452,University of Ottawa,Devin,,Shaw,900532,103,average,TEACHER,PROFESSOR,3.5
Communication,1452,University of Ottawa,Jerie,,Shaw,1912804,20,good,TEACHER,PROFESSOR,4.8
Communication,1452,University of Ottawa,Sue,,Sheane,1258231,0,zero,TEACHER,PROFESSOR,N/A
Law,1452,University of Ottawa,Elizabeth,,Sheehy,27534,17,average,TEACHER,PROFESSOR,3.2
Languages,1452,University of Ottawa,Mariana,,Shekarian,2703451,1,poor,TEACHER,PROFESSOR,1.0
History,1452,University of Ottawa,Hugh,,Sheldon,1783844,1,good,TEACHER,PROFESSOR,5.0
English,1452,University of Ottawa,Leslie,,Sheldon,241984,52,average,TEACHER,PROFESSOR,3.5
Biology,1452,University of Ottawa,Sonal,,Shewaramani,2560227,22,average,TEACHER,PROFESSOR,3.0
Economics,1452,University of Ottawa,Leslie,,Shiell,88987,26,good,TEACHER,PROFESSOR,3.8
Psychology,1452,University of Ottawa,Dwayne,,Shindler,2449661,1,good,TEACHER,PROFESSOR,5.0
Religion,1452,University of Ottawa,Heather,,Shipley,1376075,5,good,TEACHER,PROFESSOR,4.1
Women's Studies,1452,University of Ottawa,Corrie,,Scott,1685922,47,average,TEACHER,PROFESSOR,3.0
Languages,1452,University of Ottawa,Sheila,,Scott,458758,27,good,TEACHER,PROFESSOR,4.2
Education,1452,University of Ottawa,Scott,,Searle,2638198,2,good,TEACHER,PROFESSOR,5.0
Physics,1452,University of Ottawa,Zhor,,Sebbani,2094199,25,poor,TEACHER,PROFESSOR,1.9
Mathematics,1452,University of Ottawa,Abdellah,,Sebbar,376645,75,good,TEACHER,PROFESSOR,4.5
Economics,1452,University of Ottawa,Mario,,Seccareccia,1034398,43,average,TEACHER,PROFESSOR,2.5
Economics,1452,University of Ottawa,Golnaz,,Sedigh,1920844,5,average,TEACHER,PROFESSOR,2.9
History,1452,University of Ottawa,Ryme,,Seferdjeli,806388,29,good,TEACHER,PROFESSOR,3.6
Not Specified,1452,University of Ottawa,Yasmina,,Sefrioui,1791136,34,average,TEACHER,PROFESSOR,3.2
Accounting,1452,University of Ottawa,Charles,,Segal,2654587,3,poor,TEACHER,PROFESSOR,2.3
Languages,1452,University of Ottawa,Marie-Claude,,Seguin,575171,18,good,TEACHER,PROFESSOR,4.9
Social Sciences,1452,University of Ottawa,Marie-Pier,,Seguin,2459919,3,good,TEACHER,PROFESSOR,4.3
Engineering,1452,University of Ottawa,Ousmane,,Seidou,1984783,13,average,TEACHER,PROFESSOR,3.2
Business,1452,University of Ottawa,Mohammadreza,,Seifollahi,2735465,3,average,TEACHER,PROFESSOR,3.3
Psychology,1452,University of Ottawa,Melanie,,Sekeres,2653472,5,average,TEACHER,PROFESSOR,3.0
Mathematics,1452,University of Ottawa,Peter,,Selinger,42557,22,good,TEACHER,PROFESSOR,3.9
Mathematics,1452,University of Ottawa,Alessandro,,Selvitella,2364942,4,poor,TEACHER,PROFESSOR,2.2
Education,1452,University of Ottawa,Carole,,Senechal,2645891,1,good,TEACHER,PROFESSOR,5.0
Languages,1452,University of Ottawa,Esther,,Senneville,618785,6,good,TEACHER,PROFESSOR,4.6
Mathematics,1452,University of Ottawa,Justine,,Seo,1309472,2,average,TEACHER,PROFESSOR,2.8
French,1452,University of Ottawa,Andrea,Oliveira,Siebra Vinet,2101235,15,good,TEACHER,PROFESSOR,4.5
Communication,1452,University of Ottawa,Lois,,Siegel,1891297,1,poor,TEACHER,PROFESSOR,1.0
Law,1452,University of Ottawa,Anette,,Sikka,1712341,1,poor,TEACHER,PROFESSOR,1.0
Philosophy,1452,University of Ottawa,Sonia,,Sikka,145640,41,average,TEACHER,PROFESSOR,2.8
Economics,1452,University of Ottawa,Julio,,Silva-Echenique,219445,15,average,TEACHER,PROFESSOR,2.8
Social Work,1452,University of Ottawa,Marjorie,,Silverman,1991990,5,good,TEACHER,PROFESSOR,4.8
Law,1452,University of Ottawa,Francois,,Simard,2340820,5,poor,TEACHER,PROFESSOR,2.2
French,1452,University of Ottawa,Mathieu,,Simard,2376068,10,average,TEACHER,PROFESSOR,2.5
Political Science,1452,University of Ottawa,Louis,,Simard,1308824,13,good,TEACHER,PROFESSOR,4.2
Sociology,1452,University of Ottawa,Scott,,Simon,1037054,17,good,TEACHER,PROFESSOR,3.9
Business,1452,University of Ottawa,Jonathan,,Simon,2300332,138,good,TEACHER,PROFESSOR,4.8
Law,1452,University of Ottawa,Penelope,,Simons,1871278,7,average,TEACHER,PROFESSOR,3.2
Economics,1452,University of Ottawa,Aggey,,Simons,1467057,17,good,TEACHER,PROFESSOR,3.6
Political Science,1452,University of Ottawa,André,,Simonyi,1228820,3,good,TEACHER,PROFESSOR,4.2
Electrical Engineering & Computer Science,1452,University of Ottawa,Murat,,Simsek,2695798,5,poor,TEACHER,PROFESSOR,1.8
Education,1452,University of Ottawa,Diandra,,Singh,2718921,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,John,,Sins,2431991,1,good,TEACHER,PROFESSOR,5.0
Humanities,1452,University of Ottawa,Georges,,Sioui,477187,31,good,TEACHER,PROFESSOR,4.6
English,1452,University of Ottawa,Arby,,Siraki,1422877,17,good,TEACHER,PROFESSOR,5.0
Business,1452,University of Ottawa,Martin,,Sirois,1722500,1,good,TEACHER,PROFESSOR,4.5
Criminal Justice,1452,University of Ottawa,Laura,,Shantz,1906965,7,good,TEACHER,PROFESSOR,4.7
Health  Physical Education,1452,University of Ottawa,Amanda,,Sharaf,2014280,1,good,TEACHER,PROFESSOR,5.0
Psychology,1452,University of Ottawa,Noor,,Sharif,2686517,5,good,TEACHER,PROFESSOR,5.0
Environmental Studies,1452,University of Ottawa,Hamid Reza,,Sharifan,1096626,0,zero,TEACHER,PROFESSOR,N/A
Economics,1452,University of Ottawa,Prakash,,Sharma,235716,104,poor,TEACHER,PROFESSOR,2.5
Biology,1452,University of Ottawa,Naman,,Sharma,1019069,10,average,TEACHER,PROFESSOR,2.8
Engineering,1452,University of Ottawa,Ridhima,,Sharma,1856634,17,average,TEACHER,PROFESSOR,2.5
Psychology,1452,University of Ottawa,Elizabeth,,Sharp,1256235,4,good,TEACHER,PROFESSOR,5.0
Social Sciences,1452,University of Ottawa,Carolyn,,Sharp,1749070,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Krystelle,,Shaughnessy,2089876,13,average,TEACHER,PROFESSOR,3.0
Business,1452,University of Ottawa,Rumaisa,,Shaukat,786140,215,good,TEACHER,PROFESSOR,4.3
Philosophy,1452,University of Ottawa,Devin,,Shaw,900532,103,average,TEACHER,PROFESSOR,3.5
Communication,1452,University of Ottawa,Jerie,,Shaw,1912804,20,good,TEACHER,PROFESSOR,4.8
Communication,1452,University of Ottawa,Sue,,Sheane,1258231,0,zero,TEACHER,PROFESSOR,N/A
Law,1452,University of Ottawa,Elizabeth,,Sheehy,27534,17,average,TEACHER,PROFESSOR,3.2
Languages,1452,University of Ottawa,Mariana,,Shekarian,2703451,1,poor,TEACHER,PROFESSOR,1.0
History,1452,University of Ottawa,Hugh,,Sheldon,1783844,1,good,TEACHER,PROFESSOR,5.0
English,1452,University of Ottawa,Leslie,,Sheldon,241984,52,average,TEACHER,PROFESSOR,3.5
Biology,1452,University of Ottawa,Sonal,,Shewaramani,2560227,22,average,TEACHER,PROFESSOR,3.0
Economics,1452,University of Ottawa,Leslie,,Shiell,88987,27,good,TEACHER,PROFESSOR,3.7
History,1452,University of Ottawa,Ryme,,Seferdjeli,806388,29,good,TEACHER,PROFESSOR,3.6
Not Specified,1452,University of Ottawa,Yasmina,,Sefrioui,1791136,35,average,TEACHER,PROFESSOR,3.0
